Category	Code	Command	Path	Name
护身符	ItAt_Amulet_Orc	Summon /Game/Items/Amulet/BP_ItAt_Amulet_Orc_World.BP_ItAt_Amulet_Orc_World_C	/Game/Items/Amulet/BP_ItAt_Amulet_Orc_World.BP_ItAt_Amulet_Orc_World_C	
护身符	ItAt_Amulet_OrcMummy	Summon /Game/Items/Amulet/BP_ItAt_Amulet_OrcMummy_World.BP_ItAt_Amulet_OrcMummy_World_C	/Game/Items/Amulet/BP_ItAt_Amulet_OrcMummy_World.BP_ItAt_Amulet_OrcMummy_World_C	
护身符	ItAt_Amulet_Power	Summon /Game/Items/Amulet/BP_ItAt_Amulet_Power_World.BP_ItAt_Amulet_Power_World_C	/Game/Items/Amulet/BP_ItAt_Amulet_Power_World.BP_ItAt_Amulet_Power_World_C	
护身符	ItAt_Amulet_Projectile	Summon /Game/Items/Amulet/BP_ItAt_Amulet_Projectile_World.BP_ItAt_Amulet_Projectile_World_C	/Game/Items/Amulet/BP_ItAt_Amulet_Projectile_World.BP_ItAt_Amulet_Projectile_World_C	
护身符	ItAt_Amulet_Protection	Summon /Game/Items/Amulet/BP_ItAt_Amulet_Protection_World.BP_ItAt_Amulet_Protection_World_C	/Game/Items/Amulet/BP_ItAt_Amulet_Protection_World.BP_ItAt_Amulet_Protection_World_C	
护身符	ItAt_Amulet_Ranged	Summon /Game/Items/Amulet/BP_ItAt_Amulet_Ranged_World.BP_ItAt_Amulet_Ranged_World_C	/Game/Items/Amulet/BP_ItAt_Amulet_Ranged_World.BP_ItAt_Amulet_Ranged_World_C	
护身符	ItAt_Amulet_Strong_01	Summon /Game/Items/Amulet/BP_ItAt_Amulet_Strong_01_World.BP_ItAt_Amulet_Strong_01_World_C	/Game/Items/Amulet/BP_ItAt_Amulet_Strong_01_World.BP_ItAt_Amulet_Strong_01_World_C	
护身符	ItAt_Amulet_Strong_02	Summon /Game/Items/Amulet/BP_ItAt_Amulet_Strong_02_World.BP_ItAt_Amulet_Strong_02_World_C	/Game/Items/Amulet/BP_ItAt_Amulet_Strong_02_World.BP_ItAt_Amulet_Strong_02_World_C	
护身符	ItAt_Amulet_Ulu_Talisman	Summon /Game/Items/Amulet/BP_ItAt_Amulet_Ulu_Talisman_World.BP_ItAt_Amulet_Ulu_Talisman_World_C	/Game/Items/Amulet/BP_ItAt_Amulet_Ulu_Talisman_World.BP_ItAt_Amulet_Ulu_Talisman_World_C	
护身符	ItAt_Amulet_Water	Summon /Game/Items/Amulet/BP_ItAt_Amulet_Water_World.BP_ItAt_Amulet_Water_World_C	/Game/Items/Amulet/BP_ItAt_Amulet_Water_World.BP_ItAt_Amulet_Water_World_C	
护身符	ItAt_Amulet_Weapon	Summon /Game/Items/Amulet/BP_ItAt_Amulet_Weapon_World.BP_ItAt_Amulet_Weapon_World_C	/Game/Items/Amulet/BP_ItAt_Amulet_Weapon_World.BP_ItAt_Amulet_Weapon_World_C	
护甲	Crw_Armor_H	Summon /Game/Items/Armor/BP_Crw_Armor_H_World.BP_Crw_Armor_H_World_C	/Game/Items/Armor/BP_Crw_Armor_H_World.BP_Crw_Armor_H_World_C	
护甲	Dmb_Armor_M	Summon /Game/Items/Armor/BP_Dmb_Armor_M_World.BP_Dmb_Armor_M_World_C	/Game/Items/Armor/BP_Dmb_Armor_M_World.BP_Dmb_Armor_M_World_C	
护甲	Ebr_Armor_H_01	Summon /Game/Items/Armor/BP_Ebr_Armor_H_01_World.BP_Ebr_Armor_H_01_World_C	/Game/Items/Armor/BP_Ebr_Armor_H_01_World.BP_Ebr_Armor_H_01_World_C	葛梅兹的铠甲
护甲	Ebr_Armor_H_02	Summon /Game/Items/Armor/BP_Ebr_Armor_H_02_World.BP_Ebr_Armor_H_02_World_C	/Game/Items/Armor/BP_Ebr_Armor_H_02_World.BP_Ebr_Armor_H_02_World_C	
护甲	Ebr_Armor_M	Summon /Game/Items/Armor/BP_Ebr_Armor_M_World.BP_Ebr_Armor_M_World_C	/Game/Items/Armor/BP_Ebr_Armor_M_World.BP_Ebr_Armor_M_World_C	
护甲	Gur_Armor_H	Summon /Game/Items/Armor/BP_Gur_Armor_H_World.BP_Gur_Armor_H_World_C	/Game/Items/Armor/BP_Gur_Armor_H_World.BP_Gur_Armor_H_World_C	
护甲	Gur_Armor_M	Summon /Game/Items/Armor/BP_Gur_Armor_M_World.BP_Gur_Armor_M_World_C	/Game/Items/Armor/BP_Gur_Armor_M_World.BP_Gur_Armor_M_World_C	
护甲	Kdf_Armor_H	Summon /Game/Items/Armor/BP_Kdf_Armor_H_World.BP_Kdf_Armor_H_World_C	/Game/Items/Armor/BP_Kdf_Armor_H_World.BP_Kdf_Armor_H_World_C	
护甲	Kdf_Armor_L	Summon /Game/Items/Armor/BP_Kdf_Armor_L_World.BP_Kdf_Armor_L_World_C	/Game/Items/Armor/BP_Kdf_Armor_L_World.BP_Kdf_Armor_L_World_C	
护甲	Kdw_Armor_H	Summon /Game/Items/Armor/BP_Kdw_Armor_H_World.BP_Kdw_Armor_H_World_C	/Game/Items/Armor/BP_Kdw_Armor_H_World.BP_Kdw_Armor_H_World_C	
护甲	Kdw_Armor_L	Summon /Game/Items/Armor/BP_Kdw_Armor_L_World.BP_Kdw_Armor_L_World_C	/Game/Items/Armor/BP_Kdw_Armor_L_World.BP_Kdw_Armor_L_World_C	
护甲	Law_Armor	Summon /Game/Items/Armor/BP_Law_Armor_World.BP_Law_Armor_World_C	/Game/Items/Armor/BP_Law_Armor_World.BP_Law_Armor_World_C	
护甲	Ore_Armor_H	Summon /Game/Items/Armor/BP_Ore_Armor_H_World.BP_Ore_Armor_H_World_C	/Game/Items/Armor/BP_Ore_Armor_H_World.BP_Ore_Armor_H_World_C	改良矿石铠甲
护甲	Ore_Armor_M	Summon /Game/Items/Armor/BP_Ore_Armor_M_World.BP_Ore_Armor_M_World_C	/Game/Items/Armor/BP_Ore_Armor_M_World.BP_Ore_Armor_M_World_C	
护甲	Sfb_Armor_L	Summon /Game/Items/Armor/BP_Sfb_Armor_L_World.BP_Sfb_Armor_L_World_C	/Game/Items/Armor/BP_Sfb_Armor_L_World.BP_Sfb_Armor_L_World_C	
护甲	Vlk_Armor_L	Summon /Game/Items/Armor/BP_Vlk_Armor_L_World.BP_Vlk_Armor_L_World_C	/Game/Items/Armor/BP_Vlk_Armor_L_World.BP_Vlk_Armor_L_World_C	
护甲	Vlk_Armor_M	Summon /Game/Items/Armor/BP_Vlk_Armor_M_World.BP_Vlk_Armor_M_World_C	/Game/Items/Armor/BP_Vlk_Armor_M_World.BP_Vlk_Armor_M_World_C	
食物	ItFo_SeaforestBrew	Summon /Game/Items/Food/BP_ItFo_SeaforestBrew_World.BP_ItFo_SeaforestBrew_World_C	/Game/Items/Food/BP_ItFo_SeaforestBrew_World.BP_ItFo_SeaforestBrew_World_C	
食物	ItAt_Meatbug_01	Summon /Game/Items/Food/BP_ItAt_Meatbug_01_World.BP_ItAt_Meatbug_01_World_C	/Game/Items/Food/BP_ItAt_Meatbug_01_World.BP_ItAt_Meatbug_01_World_C	
食物	ItFo_Apple	Summon /Game/Items/Food/BP_ItFo_Apple_World.BP_ItFo_Apple_World_C	/Game/Items/Food/BP_ItFo_Apple_World.BP_ItFo_Apple_World_C	
食物	ItFo_Cabbage	Summon /Game/Items/Food/BP_ItFo_Cabbage_World.BP_ItFo_Cabbage_World_C	/Game/Items/Food/BP_ItFo_Cabbage_World.BP_ItFo_Cabbage_World_C	
食物	ItFo_Carrot	Summon /Game/Items/Food/BP_ItFo_Carrot_World.BP_ItFo_Carrot_World_C	/Game/Items/Food/BP_ItFo_Carrot_World.BP_ItFo_Carrot_World_C	
食物	ItFo_Cheese	Summon /Game/Items/Food/BP_ItFo_Cheese_World.BP_ItFo_Cheese_World_C	/Game/Items/Food/BP_ItFo_Cheese_World.BP_ItFo_Cheese_World_C	
食物	ItFo_Crawlersoup	Summon /Game/Items/Food/BP_ItFo_Crawlersoup_World.BP_ItFo_Crawlersoup_World_C	/Game/Items/Food/BP_ItFo_Crawlersoup_World.BP_ItFo_Crawlersoup_World_C	
食物	ItFo_DragonsbreathStew	Summon /Game/Items/Food/BP_ItFo_DragonsbreathStew_World.BP_ItFo_DragonsbreathStew_World_C	/Game/Items/Food/BP_ItFo_DragonsbreathStew_World.BP_ItFo_DragonsbreathStew_World_C	
食物	ItFo_Grilledscavenger	Summon /Game/Items/Food/BP_ItFo_Grilledscavenger_World.BP_ItFo_Grilledscavenger_World_C	/Game/Items/Food/BP_ItFo_Grilledscavenger_World.BP_ItFo_Grilledscavenger_World_C	
食物	ItFo_Lemon	Summon /Game/Items/Food/BP_ItFo_Lemon_World.BP_ItFo_Lemon_World_C	/Game/Items/Food/BP_ItFo_Lemon_World.BP_ItFo_Lemon_World_C	
食物	ItFo_Loaf	Summon /Game/Items/Food/BP_ItFo_Loaf_World.BP_ItFo_Loaf_World_C	/Game/Items/Food/BP_ItFo_Loaf_World.BP_ItFo_Loaf_World_C	
食物	ItFo_Meatbugragout	Summon /Game/Items/Food/BP_ItFo_Meatbugragout_World.BP_ItFo_Meatbugragout_World_C	/Game/Items/Food/BP_ItFo_Meatbugragout_World.BP_ItFo_Meatbugragout_World_C	
食物	ItFo_Meatbugsauteed	Summon /Game/Items/Food/BP_ItFo_Meatbugsauteed_World.BP_ItFo_Meatbugsauteed_World_C	/Game/Items/Food/BP_ItFo_Meatbugsauteed_World.BP_ItFo_Meatbugsauteed_World_C	
食物	ItFo_MushroomStew	Summon /Game/Items/Food/BP_ItFo_MushroomStew_World.BP_ItFo_MushroomStew_World_C	/Game/Items/Food/BP_ItFo_MushroomStew_World.BP_ItFo_MushroomStew_World_C	
食物	ItFo_Mutton_01	Summon /Game/Items/Food/BP_ItFo_Mutton_01_World.BP_ItFo_Mutton_01_World_C	/Game/Items/Food/BP_ItFo_Mutton_01_World.BP_ItFo_Mutton_01_World_C	
食物	ItFo_Mutton_02	Summon /Game/Items/Food/BP_ItFo_Mutton_02_World.BP_ItFo_Mutton_02_World_C	/Game/Items/Food/BP_ItFo_Mutton_02_World.BP_ItFo_Mutton_02_World_C	
食物	ItFo_Muttonraw	Summon /Game/Items/Food/BP_ItFo_Muttonraw_World.BP_ItFo_Muttonraw_World_C	/Game/Items/Food/BP_ItFo_Muttonraw_World.BP_ItFo_Muttonraw_World_C	
食物	ItFo_Onion	Summon /Game/Items/Food/BP_ItFo_Onion_World.BP_ItFo_Onion_World_C	/Game/Items/Food/BP_ItFo_Onion_World.BP_ItFo_Onion_World_C	
食物	ItFo_Ottostew	Summon /Game/Items/Food/BP_ItFo_Ottostew_World.BP_ItFo_Ottostew_World_C	/Game/Items/Food/BP_ItFo_Ottostew_World.BP_ItFo_Ottostew_World_C	
食物	ItFo_Pear	Summon /Game/Items/Food/BP_ItFo_Pear_World.BP_ItFo_Pear_World_C	/Game/Items/Food/BP_ItFo_Pear_World.BP_ItFo_Pear_World_C	
食物	ItFo_Potato	Summon /Game/Items/Food/BP_ItFo_Potato_World.BP_ItFo_Potato_World_C	/Game/Items/Food/BP_ItFo_Potato_World.BP_ItFo_Potato_World_C	
食物	ItFo_Potion_Beer	Summon /Game/Items/Food/BP_ItFo_Potion_Beer_World.BP_ItFo_Potion_Beer_World_C	/Game/Items/Food/BP_ItFo_Potion_Beer_World.BP_ItFo_Potion_Beer_World_C	
食物	ItFo_Potion_Booze	Summon /Game/Items/Food/BP_ItFo_Potion_Booze_World.BP_ItFo_Potion_Booze_World_C	/Game/Items/Food/BP_ItFo_Potion_Booze_World.BP_ItFo_Potion_Booze_World_C	
食物	ItFo_Potion_Strongbeer	Summon /Game/Items/Food/BP_ItFo_Potion_Strongbeer_World.BP_ItFo_Potion_Strongbeer_World_C	/Game/Items/Food/BP_ItFo_Potion_Strongbeer_World.BP_ItFo_Potion_Strongbeer_World_C	
食物	ItFo_Potion_Water_01	Summon /Game/Items/Food/BP_ItFo_Potion_Water_01_World.BP_ItFo_Potion_Water_01_World_C	/Game/Items/Food/BP_ItFo_Potion_Water_01_World.BP_ItFo_Potion_Water_01_World_C	
食物	ItFo_Potion_Wine	Summon /Game/Items/Food/BP_ItFo_Potion_Wine_World.BP_ItFo_Potion_Wine_World_C	/Game/Items/Food/BP_ItFo_Potion_Wine_World.BP_ItFo_Potion_Wine_World_C	
食物	ItFo_Rice	Summon /Game/Items/Food/BP_ItFo_Rice_World.BP_ItFo_Rice_World_C	/Game/Items/Food/BP_ItFo_Rice_World.BP_ItFo_Rice_World_C	
食物	ItFo_Sausage	Summon /Game/Items/Food/BP_ItFo_Sausage_World.BP_ItFo_Sausage_World_C	/Game/Items/Food/BP_ItFo_Sausage_World.BP_ItFo_Sausage_World_C	
食物	ItFo_Soup	Summon /Game/Items/Food/BP_ItFo_Soup_World.BP_ItFo_Soup_World_C	/Game/Items/Food/BP_ItFo_Soup_World.BP_ItFo_Soup_World_C	
食物	ItFo_SyraRecipe	Summon /Game/Items/Food/BP_ItFo_SyraRecipe_World.BP_ItFo_SyraRecipe_World_C	/Game/Items/Food/BP_ItFo_SyraRecipe_World.BP_ItFo_SyraRecipe_World_C	
食物	ItFo_Whitemeat	Summon /Game/Items/Food/BP_ItFo_Whitemeat_World.BP_ItFo_Whitemeat_World_C	/Game/Items/Food/BP_ItFo_Whitemeat_World.BP_ItFo_Whitemeat_World_C	
食物	ItFo_Wineberrys_01	Summon /Game/Items/Food/BP_ItFo_Wineberrys_01_World.BP_ItFo_Wineberrys_01_World_C	/Game/Items/Food/BP_ItFo_Wineberrys_01_World.BP_ItFo_Wineberrys_01_World_C	
草本植物	ItFo_Plants_Berrys_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Berrys_01_Empty_World.BP_ItFo_Plants_Berrys_01_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Berrys_01_Empty_World.BP_ItFo_Plants_Berrys_01_Empty_World_C	
草本植物	ItFo_Plants_Berrys_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Berrys_01_World_Drop.BP_ItFo_Plants_Berrys_01_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Berrys_01_World_Drop.BP_ItFo_Plants_Berrys_01_World_Drop_C	
草本植物	ItFo_Plants_Berrys_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Berrys_01_World.BP_ItFo_Plants_Berrys_01_World_C	/Game/Items/Herb/BP_ItFo_Plants_Berrys_01_World.BP_ItFo_Plants_Berrys_01_World_C	
草本植物	ItFo_Plants_Bloodwood_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Bloodwood_01_Empty_World.BP_ItFo_Plants_Bloodwood_01_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Bloodwood_01_Empty_World.BP_ItFo_Plants_Bloodwood_01_Empty_World_C	
草本植物	ItFo_Plants_Bloodwood_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Bloodwood_01_World_Drop.BP_ItFo_Plants_Bloodwood_01_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Bloodwood_01_World_Drop.BP_ItFo_Plants_Bloodwood_01_World_Drop_C	
草本植物	ItFo_Plants_Bloodwood_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Bloodwood_01_World.BP_ItFo_Plants_Bloodwood_01_World_C	/Game/Items/Herb/BP_ItFo_Plants_Bloodwood_01_World.BP_ItFo_Plants_Bloodwood_01_World_C	
草本植物	ItFo_Plants_Coral	Summon /Game/Items/Herb/BP_ItFo_Plants_Coral_Empty_World.BP_ItFo_Plants_Coral_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Coral_Empty_World.BP_ItFo_Plants_Coral_Empty_World_C	
草本植物	ItFo_Plants_Coral	Summon /Game/Items/Herb/BP_ItFo_Plants_Coral_World_Drop.BP_ItFo_Plants_Coral_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Coral_World_Drop.BP_ItFo_Plants_Coral_World_Drop_C	
草本植物	ItFo_Plants_Coral	Summon /Game/Items/Herb/BP_ItFo_Plants_Coral_World.BP_ItFo_Plants_Coral_World_C	/Game/Items/Herb/BP_ItFo_Plants_Coral_World.BP_ItFo_Plants_Coral_World_C	
草本植物	ItFo_Plants_Darkshade	Summon /Game/Items/Herb/BP_ItFo_Plants_Darkshade_Empty_World.BP_ItFo_Plants_Darkshade_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Darkshade_Empty_World.BP_ItFo_Plants_Darkshade_Empty_World_C	
草本植物	ItFo_Plants_Darkshade	Summon /Game/Items/Herb/BP_ItFo_Plants_Darkshade_World_Drop.BP_ItFo_Plants_Darkshade_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Darkshade_World_Drop.BP_ItFo_Plants_Darkshade_World_Drop_C	
草本植物	ItFo_Plants_Darkshade	Summon /Game/Items/Herb/BP_ItFo_Plants_Darkshade_World.BP_ItFo_Plants_Darkshade_World_C	/Game/Items/Herb/BP_ItFo_Plants_Darkshade_World.BP_ItFo_Plants_Darkshade_World_C	
Herb	ItFo_Plants_Darshade	Summon /Game/Items/Herb/BP_ItFo_Plants_Darshade_Empty_World.BP_ItFo_Plants_Darshade_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Darshade_Empty_World.BP_ItFo_Plants_Darshade_Empty_World_C	
草本植物	ItFo_Plants_Dewleaf	Summon /Game/Items/Herb/BP_ItFo_Plants_Dewleaf_Empty_World.BP_ItFo_Plants_Dewleaf_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Dewleaf_Empty_World.BP_ItFo_Plants_Dewleaf_Empty_World_C	
草本植物	ItFo_Plants_Dewleaf	Summon /Game/Items/Herb/BP_ItFo_Plants_Dewleaf_World_Drop.BP_ItFo_Plants_Dewleaf_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Dewleaf_World_Drop.BP_ItFo_Plants_Dewleaf_World_Drop_C	
草本植物	ItFo_Plants_Dewleaf	Summon /Game/Items/Herb/BP_ItFo_Plants_Dewleaf_World.BP_ItFo_Plants_Dewleaf_World_C	/Game/Items/Herb/BP_ItFo_Plants_Dewleaf_World.BP_ItFo_Plants_Dewleaf_World_C	
草本植物	ItFo_Plants_Duskbell	Summon /Game/Items/Herb/BP_ItFo_Plants_Duskbell_Empty_World.BP_ItFo_Plants_Duskbell_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Duskbell_Empty_World.BP_ItFo_Plants_Duskbell_Empty_World_C	
草本植物	ItFo_Plants_Duskbell	Summon /Game/Items/Herb/BP_ItFo_Plants_Duskbell_World_Drop.BP_ItFo_Plants_Duskbell_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Duskbell_World_Drop.BP_ItFo_Plants_Duskbell_World_Drop_C	
草本植物	ItFo_Plants_Duskbell	Summon /Game/Items/Herb/BP_ItFo_Plants_Duskbell_World.BP_ItFo_Plants_Duskbell_World_C	/Game/Items/Herb/BP_ItFo_Plants_Duskbell_World.BP_ItFo_Plants_Duskbell_World_C	
草本植物	ItFo_Plants_Flameberry_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Flameberry_01_Empty_World.BP_ItFo_Plants_Flameberry_01_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Flameberry_01_Empty_World.BP_ItFo_Plants_Flameberry_01_Empty_World_C	
草本植物	ItFo_Plants_Flameberry_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Flameberry_01_World_Drop.BP_ItFo_Plants_Flameberry_01_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Flameberry_01_World_Drop.BP_ItFo_Plants_Flameberry_01_World_Drop_C	
草本植物	ItFo_Plants_Flameberry_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Flameberry_01_World.BP_ItFo_Plants_Flameberry_01_World_C	/Game/Items/Herb/BP_ItFo_Plants_Flameberry_01_World.BP_ItFo_Plants_Flameberry_01_World_C	
草本植物	ItFo_Plants_Herb_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Herb_01_Empty_World.BP_ItFo_Plants_Herb_01_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Herb_01_Empty_World.BP_ItFo_Plants_Herb_01_Empty_World_C	
草本植物	ItFo_Plants_Herb_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Herb_01_World_Drop.BP_ItFo_Plants_Herb_01_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Herb_01_World_Drop.BP_ItFo_Plants_Herb_01_World_Drop_C	
草本植物	ItFo_Plants_Herb_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Herb_01_World.BP_ItFo_Plants_Herb_01_World_C	/Game/Items/Herb/BP_ItFo_Plants_Herb_01_World.BP_ItFo_Plants_Herb_01_World_C	
草本植物	ItFo_Plants_Herb_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Herb_02_Empty_World.BP_ItFo_Plants_Herb_02_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Herb_02_Empty_World.BP_ItFo_Plants_Herb_02_Empty_World_C	
草本植物	ItFo_Plants_Herb_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Herb_02_World_Drop.BP_ItFo_Plants_Herb_02_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Herb_02_World_Drop.BP_ItFo_Plants_Herb_02_World_Drop_C	
草本植物	ItFo_Plants_Herb_02	Summon /Game/Items/Herb/BP_ItFo_Plants_Herb_02_World.BP_ItFo_Plants_Herb_02_World_C	/Game/Items/Herb/BP_ItFo_Plants_Herb_02_World.BP_ItFo_Plants_Herb_02_World_C	
草本植物	ItFo_Plants_Herb_03	Summon /Game/Items/Herb/BP_ItFo_Plants_Herb_03_Empty_World.BP_ItFo_Plants_Herb_03_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Herb_03_Empty_World.BP_ItFo_Plants_Herb_03_Empty_World_C	
草本植物	ItFo_Plants_Herb_03	Summon /Game/Items/Herb/BP_ItFo_Plants_Herb_03_World_Drop.BP_ItFo_Plants_Herb_03_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Herb_03_World_Drop.BP_ItFo_Plants_Herb_03_World_Drop_C	
草本植物	ItFo_Plants_Herb_03	Summon /Game/Items/Herb/BP_ItFo_Plants_Herb_03_World.BP_ItFo_Plants_Herb_03_World_C	/Game/Items/Herb/BP_ItFo_Plants_Herb_03_World.BP_ItFo_Plants_Herb_03_World_C	
草本植物	ItFo_Plants_Lobelia	Summon /Game/Items/Herb/BP_ItFo_Plants_Lobelia_Empty_World.BP_ItFo_Plants_Lobelia_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Lobelia_Empty_World.BP_ItFo_Plants_Lobelia_Empty_World_C	
草本植物	ItFo_Plants_Lobelia	Summon /Game/Items/Herb/BP_ItFo_Plants_Lobelia_World_Drop.BP_ItFo_Plants_Lobelia_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Lobelia_World_Drop.BP_ItFo_Plants_Lobelia_World_Drop_C	
草本植物	ItFo_Plants_Lobelia	Summon /Game/Items/Herb/BP_ItFo_Plants_Lobelia_World.BP_ItFo_Plants_Lobelia_World_C	/Game/Items/Herb/BP_ItFo_Plants_Lobelia_World.BP_ItFo_Plants_Lobelia_World_C	
草本植物	ItFo_Plants_Mistcap	Summon /Game/Items/Herb/BP_ItFo_Plants_Mistcap_Empty_World.BP_ItFo_Plants_Mistcap_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Mistcap_Empty_World.BP_ItFo_Plants_Mistcap_Empty_World_C	
草本植物	ItFo_Plants_Mistcap	Summon /Game/Items/Herb/BP_ItFo_Plants_Mistcap_World_Drop.BP_ItFo_Plants_Mistcap_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Mistcap_World_Drop.BP_ItFo_Plants_Mistcap_World_Drop_C	
草本植物	ItFo_Plants_Mistcap	Summon /Game/Items/Herb/BP_ItFo_Plants_Mistcap_World.BP_ItFo_Plants_Mistcap_World_C	/Game/Items/Herb/BP_ItFo_Plants_Mistcap_World.BP_ItFo_Plants_Mistcap_World_C	
草本植物	ItFo_Plants_Mountainmoss_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Mountainmoss_01_Empty_World.BP_ItFo_Plants_Mountainmoss_01_Empty_World_C	/Game/Items/Herb/BP_ItFo_Plants_Mountainmoss_01_Empty_World.BP_ItFo_Plants_Mountainmoss_01_Empty_World_C	
草本植物	ItFo_Plants_Mountainmoss_01	Summon /Game/Items/Herb/BP_ItFo_Plants_Mountainmoss_01_World_Drop.BP_ItFo_Plants_Mountainmoss_01_World_Drop_C	/Game/Items/Herb/BP_ItFo_Plants_Mountainmoss_01_World_Drop.BP_ItFo_Plants_Mountainmoss_01_World_Drop_C	
